ISO_A3,year,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus
MLI,2015,0.00042278,4.80E-05,0.000249079,0.010593947,0.012079686,0.02760849,0.046177723,0.044068163,0.065083214,0.159948304,0.319732393,0.488427869,0.976664923,1.887598351,2.786499367,3.747677003,4.172105033,6.852477138,10.03266671,13.16890853
MLT,2015,0.000398043,0.000343079,0.000710645,0.000723132,0.001263065,0.001161139,0.003160621,0.003511148,0.007451478,0.012726135,0.031478427,0.064582883,0.147355076,0.340067704,0.70808918,1.4118379,2.584859488,4.734285739,6.990046388,10.55789675
MMR,2015,0.004928159,0.000889635,0.001185084,0.006390518,0.014275111,0.01796536,0.02221087,0.035188884,0.059854476,0.139369738,0.345870846,0.722447722,1.731205096,3.223878119,5.766839715,9.001408953,14.76719852,23.66913096,33.43820766,46.69911637
MNE,2015,8.46E-05,5.08E-05,0.000160044,0.000259631,0.00042916,0.00036991,0.000472809,0.001001048,0.002043532,0.006167106,0.016398274,0.041704658,0.104037106,0.218355908,0.419486349,0.778697454,1.390833595,2.361326133,3.162641411,4.137462461
MNG,2015,0.000554485,0.000772894,0.001815743,0.002321723,0.005296439,0.005166084,0.010462273,0.016693016,0.025131416,0.036088636,0.070833698,0.133445574,0.288628148,0.599115607,0.81248132,1.103082576,1.642072559,3.390409434,6.312240992,10.5023826
MOZ,2015,0.00561164,0.000568134,0.000316891,0.002418446,0.004847649,0.004226104,0.007264226,0.012105592,0.032255434,0.073635196,0.136431394,0.284666668,0.590407179,0.939894268,1.511303178,2.152414686,3.694708695,4.440474215,6.313433767,7.314637469
MRT,2015,0.000873467,0.000154116,0.000221997,0.005637938,0.00466235,0.008076759,0.013347771,0.0153482,0.024118378,0.058838258,0.135549084,0.21077031,0.451237408,0.935796937,1.484327799,2.221082688,2.851876025,5.216392172,7.639148221,10.37891746
MUS,2015,0.001534872,0.000387102,0.000580976,0.003633534,0.006986981,0.008287786,0.009214599,0.020038883,0.029541186,0.056406739,0.077539352,0.119695324,0.303478222,0.56117942,1.067650883,1.651993481,3.109852366,5.880343889,10.23670202,15.24824167
MWI,2015,0.004514205,0.000697298,0.000461377,0.003123433,0.006366688,0.007444916,0.014069046,0.023182726,0.042150518,0.088430464,0.157292152,0.357354208,0.699322847,1.161870927,2.206223229,3.20054669,4.84845614,5.663603691,8.33721753,9.441748448
MYS,2015,0.000989018,0.000221135,0.000357737,0.002327103,0.003319084,0.004701176,0.006248112,0.011537048,0.01836396,0.03796328,0.077035689,0.13805251,0.351264768,0.686628718,1.491055065,2.352459677,3.70550351,5.19758782,7.77731942,12.02482113
NAM,2015,0.002362433,0.000574856,0.000528735,0.003590929,0.004187724,0.005904684,0.009500629,0.016235562,0.034326589,0.076278777,0.171893708,0.369047093,0.669179102,1.458209162,3.392915062,4.747109005,6.753465518,9.395682915,12.5552137,16.1953777
NER,2015,0.003224405,0.000284111,0.000248761,0.008088452,0.00667363,0.013013608,0.023283519,0.025033394,0.040376106,0.093298243,0.19617199,0.299586918,0.62114051,1.347291323,2.097552632,3.014153709,3.779385854,6.890398019,10.58503051,13.07947728
NGA,2015,0.00275367,0.000196939,0.000201964,0.004355308,0.003602984,0.006027089,0.008993644,0.009711722,0.014912643,0.037248981,0.077683879,0.123957502,0.274087691,0.559063749,0.933362013,1.510959997,2.188301456,4.179642565,6.808208799,8.522547683
NIC,2015,0.000814394,0.000365809,0.000286079,0.001482005,0.002565784,0.002978386,0.004905941,0.006399679,0.013269077,0.02687007,0.056349166,0.103050356,0.238379663,0.451727446,1.007626876,1.902867349,3.398507796,5.95231712,8.868978585,12.98267499
NLD,2015,0.00030757,0.000295177,0.000369474,0.000607906,0.000817145,0.001200217,0.001674536,0.003047181,0.00813729,0.026257649,0.066715676,0.16222012,0.349030384,0.639740158,1.269440034,2.364611151,4.338993538,7.465729953,12.12660607,19.41688675
NOR,2015,0.001021771,0.00016014,0.000247043,0.000662922,0.000878971,0.001134652,0.001481656,0.002169531,0.008941105,0.019918574,0.053605649,0.124344376,0.34645702,0.747868658,1.434716342,2.615145183,3.926646708,6.837255752,8.566395956,13.65531376
NPL,2015,0.00290476,0.000711258,0.000529801,0.004079738,0.006401824,0.008861002,0.014830365,0.032545193,0.076077232,0.189929151,0.45598753,0.898332925,1.972858732,3.489660634,6.741193845,10.91045212,17.2378236,25.77607383,36.34007331,50.82150191
NZL,2015,0.000752905,0.000251539,0.000214595,0.000568841,0.000758698,0.000934754,0.00182974,0.003996084,0.009532857,0.029066615,0.075382905,0.162570091,0.351216692,0.709467897,1.370282049,2.401141204,3.884072565,6.437209894,9.256757008,13.17129716
OMN,2015,0.000135761,8.52E-05,0.000191158,0.000460723,0.000567773,0.000378002,0.000397046,0.000678908,0.00134239,0.003677162,0.011943836,0.033607547,0.116783103,0.262217373,0.459668191,0.972301286,1.695889665,2.803193008,4.202849206,6.12836218
PAK,2015,0.004445752,0.000934404,0.000614426,0.003968198,0.005669084,0.008861233,0.011372985,0.026514534,0.0461559,0.0956375,0.246052406,0.409963636,1.184162412,1.776907111,3.42267131,4.619755824,8.711445796,14.35114825,22.32007727,36.53100819
PAN,2015,0.004032573,0.000767399,0.000761304,0.002519873,0.00307159,0.004158559,0.005957884,0.006193106,0.011193594,0.020112805,0.043774266,0.093910569,0.186597398,0.359870646,0.751991593,1.340363893,2.610257074,4.992994485,8.610656782,13.39567671
PER,2015,0.002226351,0.000882661,0.001411924,0.004568499,0.004533852,0.005473555,0.007348403,0.008414893,0.013228556,0.020745746,0.036578412,0.05700885,0.153192948,0.276379367,0.521061901,1.005061968,1.853106425,3.114623191,4.192275997,7.066225234
PHL,2015,0.003394656,0.001157224,0.001070979,0.004172819,0.007180153,0.009717777,0.014267643,0.024725183,0.04267004,0.077959747,0.149228379,0.313034039,0.713315675,1.388263774,2.444833585,3.662691817,5.465998699,7.623572944,10.3031487,13.61757417
PNG,2015,0.037329195,0.008636277,0.005783566,0.042233439,0.089003076,0.140903066,0.258820837,0.303733265,0.567155587,0.990337449,1.812666563,2.858961782,4.680544869,7.709317097,11.17444246,17.30178947,23.78370532,32.92164283,47.84709879,79.91872344
POL,2015,0.000243811,8.13E-05,0.000208113,0.000734475,0.001178344,0.00138,0.001956054,0.003724164,0.008725914,0.026982286,0.066280311,0.151993488,0.346349512,0.618652132,1.007588134,1.53237488,2.353863902,3.425990377,4.464506683,6.456965867
PRI,2015,0.000635882,0.000382578,0.000312157,0.002057716,0.003300927,0.004396933,0.005866108,0.007992979,0.018578569,0.039104278,0.077115828,0.133010456,0.268222632,0.45922374,0.867891052,1.589873117,3.05203189,5.553380788,8.722419128,14.05344424
PRK,2015,0.001003749,0.00053726,0.000613004,0.006779092,0.010178043,0.012248304,0.024528573,0.043602583,0.104235173,0.246577325,0.62029672,1.259925732,2.750940774,5.436208327,10.36556819,17.54799787,27.84745887,46.9378969,71.09884895,118.807021
PRT,2015,0.000823625,0.000367152,0.000402802,0.001439894,0.001979092,0.002375726,0.002460927,0.00442106,0.011081789,0.02307855,0.043165704,0.092037283,0.179679132,0.33570772,0.720233475,1.545011078,3.544155138,7.616929098,13.42683367,24.7718422
PRY,2015,0.000974548,0.000441309,0.000596534,0.005185868,0.005990258,0.006613081,0.009146219,0.011354259,0.019534235,0.04302921,0.081915888,0.155887297,0.339459483,0.659626425,1.216943995,2.013707953,3.519525353,5.994485298,7.701886149,11.16227128
PSE,2015,0.001129456,0.000940938,0.000572733,0.00199837,0.002244655,0.003471057,0.006482418,0.008814164,0.016462947,0.036828554,0.075200769,0.148700562,0.40741999,0.798189077,1.34156784,2.05209831,3.414344441,3.987145049,5.134268922,7.639398331
QAT,2015,0.001510212,0.000420096,0.000752861,0.001569279,0.00081808,0.001627582,0.00226484,0.002921915,0.004817926,0.009027804,0.021955308,0.048410666,0.145048354,0.337147109,0.53650568,0.88092869,1.64927275,3.038937367,5.928118804,11.6741268
ROU,2015,0.000327435,0.000131896,0.000409625,0.000900629,0.001540403,0.002579721,0.004093064,0.010057221,0.026707897,0.06293755,0.138772665,0.2410454,0.388581163,0.572310771,0.937345513,1.510025366,2.461474483,3.768322419,5.493862015,7.943858714
RUS,2015,0.000549648,0.000253541,0.000416678,0.001438641,0.00273818,0.004783561,0.009720535,0.016523737,0.025009005,0.046937032,0.094004102,0.188922102,0.400264178,0.635404598,1.049450983,1.663580993,2.245200129,2.848572516,3.76356838,6.690990171
RWA,2015,0.007157806,0.000905513,0.000564058,0.002876083,0.005928015,0.006398898,0.010927157,0.019219183,0.034097801,0.077027303,0.151743666,0.362774855,0.726854842,1.1994825,2.33690252,3.499073979,5.668973219,7.155993087,11.597008,13.10917
SAU,2015,0.000272597,0.000174373,0.00027711,0.001930056,0.002310291,0.002428415,0.004203639,0.007316826,0.012238496,0.025625849,0.062627487,0.129316429,0.276737667,0.501186174,0.935629552,1.605791699,2.911259712,4.896788701,7.524970116,8.775209649
SDN,2015,0.008499505,0.002692949,0.001844348,0.005270628,0.007560687,0.009434562,0.015904609,0.021903292,0.034900764,0.066153738,0.152817666,0.260411098,0.493256733,0.849883227,1.453043763,2.382009679,4.146293143,6.414513819,9.299744939,13.6035186
SEN,2015,0.001253116,0.000181091,0.000242046,0.008732201,0.007022267,0.012153498,0.020995793,0.023803803,0.04133501,0.097203975,0.208895774,0.310666209,0.635317628,1.31075444,2.237421771,3.084292855,3.847777465,6.662707675,9.821822188,12.47401926
SGP,2015,0.000446357,0.000185842,0.000208931,0.000518437,0.000715269,0.000698555,0.000886983,0.001431356,0.003226308,0.008315483,0.020285311,0.053570784,0.140817482,0.257363298,0.59246991,1.006867832,1.647950899,2.313653776,3.519442321,4.738872138
SLB,2015,0.002180381,0.001684871,0.001470716,0.01079275,0.02268787,0.034692438,0.063364207,0.073565834,0.130296294,0.227856187,0.417326243,0.722655725,1.47453674,2.655807898,4.129407194,6.925211979,10.73920125,14.89917706,21.1020135,36.21373568
SLE,2015,0.002795925,0.000326418,0.000309454,0.00946291,0.008524721,0.015087069,0.026228485,0.028312588,0.044489927,0.097860542,0.20298392,0.297906317,0.612804838,1.276811555,2.094937783,3.044956916,3.64076546,6.208676721,9.283051254,12.3749593
SLV,2015,0.000615636,0.000441749,0.000821672,0.002710457,0.003020637,0.004134248,0.005719861,0.008633657,0.011389549,0.019799549,0.035885894,0.08250283,0.176800787,0.334842339,0.676547689,1.353467226,2.519468098,4.685035507,7.336132534,11.56818183
SOM,2015,0.006193807,0.000792201,0.000479818,0.002835708,0.006347535,0.007388573,0.013716316,0.023386097,0.047434604,0.10472409,0.205085907,0.471109797,0.916043957,1.484226171,2.750347276,3.845265864,5.803997389,7.048905864,10.92618578,13.13925058
SRB,2015,0.000250137,0.000180973,0.000413761,0.000862936,0.001585393,0.002597086,0.003046506,0.006471065,0.014326788,0.042678658,0.107685874,0.218151757,0.440008768,0.750933793,1.227225345,2.220321437,3.949102467,6.082650235,8.37981598,13.04338652
SSD,2015,0.006913145,0.000886064,0.000476035,0.002510927,0.005527147,0.007193697,0.013201631,0.02318495,0.043164855,0.091315467,0.180021797,0.417280514,0.902179198,1.13364182,2.514209997,3.484733164,5.234181293,6.367583618,9.792169962,11.33551078
STP,2015,0.00097676,0.000309702,0.000513543,0.017879112,0.016137865,0.027106735,0.047182199,0.049849404,0.068408712,0.144843484,0.357516558,0.50624912,1.156742555,2.321449702,3.631955725,5.720629332,7.15787063,10.98793508,15.6200146,19.65215519
SUR,2015,0.002582344,0.000486342,0.000834755,0.004519048,0.003960715,0.007359943,0.009633697,0.016217275,0.023497396,0.044452657,0.092791486,0.18727563,0.365703846,0.608942053,0.91193887,1.544636817,3.085855685,4.519089771,5.535563894,7.647179995
SVK,2015,0.000966905,0.000168559,0.000404718,0.001197532,0.001913657,0.002258295,0.003367607,0.006422055,0.011603156,0.02567821,0.062250739,0.131226536,0.261888732,0.386904528,0.637118202,1.060155372,1.719605475,2.620376056,3.689178809,5.69872084
SVN,2015,0.000120495,4.56E-05,0.000284767,0.000331995,0.000392956,0.000428978,0.000672739,0.001629215,0.002845942,0.008357184,0.023264634,0.059257305,0.147991113,0.300715165,0.57132814,1.037854641,2.155295813,3.922889778,5.903564621,9.878672053
SWE,2015,0.000483884,0.000372218,0.000375524,0.000712445,0.000931574,0.001333623,0.001935491,0.002346086,0.004148739,0.009137678,0.024979887,0.076892059,0.201042603,0.472231599,0.864577391,1.711820008,2.631049954,4.771902995,7.651072295,13.32792504
SWZ,2015,0.002197597,0.00073694,0.000619119,0.005108133,0.006756626,0.00859163,0.013020814,0.023838821,0.061083414,0.143519801,0.313786023,0.653350539,1.029315696,1.914794861,4.016815958,4.950239445,6.446348509,8.637065134,11.89780494,18.33329203
SYC,2015,0.00101803,0.000454015,0.000509479,0.002836188,0.00593863,0.007137281,0.011332963,0.015553736,0.02822079,0.05377245,0.093599236,0.181837511,0.382224282,0.780701297,1.249288995,2.158714606,3.384083512,5.520958983,7.831784508,11.12644496
SYR,2015,0.003842907,0.000473844,0.000528184,0.004202306,0.003928245,0.005039397,0.005771458,0.007637182,0.013631142,0.026077262,0.056643774,0.107138775,0.217936893,0.360920311,0.599138548,1.028256278,1.681925022,2.752722247,3.778338425,4.718123757
TCD,2015,0.003042336,0.000406691,0.000315458,0.009046038,0.007091825,0.012811509,0.023375834,0.02479792,0.041376596,0.096914044,0.205004247,0.305403557,0.648066794,1.313600465,2.252601474,3.121303276,3.645078709,6.454491742,9.658280855,11.73254716
TGO,2015,0.00142385,0.000166809,0.000230669,0.008704387,0.007954687,0.014951791,0.02769189,0.029790716,0.051864825,0.113591202,0.228511107,0.343949933,0.700027405,1.390482266,2.169652763,3.214895145,3.867974848,6.568133295,9.841796443,12.25225102
THA,2015,0.002023483,0.000882459,0.000964926,0.003866644,0.005426445,0.007584404,0.011573058,0.015702873,0.024560087,0.037202544,0.064069588,0.114078785,0.243087473,0.472517083,1.002876249,1.873919726,3.376828744,5.001952324,6.539602227,7.949959933
TJK,2015,0.004258782,0.002457487,0.002293995,0.008349528,0.018364827,0.019980459,0.0295985,0.041866385,0.054877395,0.082154936,0.130518018,0.232128577,0.459255996,0.730059712,1.052476226,1.695349106,2.187172326,3.136030547,3.833209065,4.318155711
TKM,2015,0.001509183,0.000563306,0.001168677,0.004247377,0.008850624,0.011275632,0.015304167,0.022698124,0.032204391,0.053290593,0.062621684,0.117796813,0.172517891,0.334980466,0.55814516,0.943835755,1.738429202,2.909350406,4.112844801,7.206139319
TLS,2015,0.00505386,0.00074219,0.000886003,0.004121547,0.008025732,0.00844123,0.009762886,0.016235617,0.026892116,0.062918105,0.145300127,0.283022897,0.693907347,1.28257982,2.427744741,3.896790859,6.380039448,10.35579528,14.35589697,19.30190384
TON,2015,0.002572033,0.00167704,0.001922766,0.011354813,0.017573499,0.020960217,0.036620493,0.045889357,0.07607972,0.126377011,0.19029747,0.289220135,0.615721467,1.390012123,2.629354549,4.906614923,7.929007988,11.19685024,19.30491399,33.40570669
TTO,2015,0.002100735,0.000540572,0.000329536,0.003637135,0.005715807,0.007350289,0.007689704,0.008990226,0.017528933,0.038870446,0.053985461,0.099495842,0.228924672,0.393964136,0.63957428,1.020632827,1.527234018,2.34905537,3.192512525,3.440126279
TUN,2015,0.001443003,0.000768828,0.000684498,0.001916266,0.002538014,0.003434432,0.005961467,0.007908113,0.013861605,0.026365356,0.061183879,0.120488353,0.238858343,0.45890211,0.817484045,1.50413945,3.30917936,5.678933023,7.817544101,10.95895133
TUR,2015,0.000705059,0.000217435,0.000252401,0.002108377,0.002543039,0.003140192,0.00529184,0.008775821,0.02038458,0.052899172,0.124871185,0.285575043,0.587080164,1.182515166,2.312020388,3.953346187,6.546630795,7.532458455,7.055808154,7.820417258
TWN,2015,0.000593525,0.000194873,0.000225848,0.000856514,0.001043667,0.001809667,0.002975494,0.005513574,0.009183782,0.018291768,0.030288357,0.05757269,0.135953419,0.295252393,0.691373322,1.527320715,3.77622365,7.132717366,10.74578131,22.68118229
TZA,2015,0.006973453,0.000860294,0.000500631,0.002220432,0.004332354,0.005289777,0.00978924,0.016669391,0.030163676,0.065143398,0.119594657,0.277906268,0.530605298,0.840029968,1.576374027,2.305169428,3.646504166,4.734201565,7.249073679,8.094854375
UGA,2015,0.004917657,0.000793816,0.000502817,0.002999089,0.006188302,0.007489807,0.013050662,0.021003054,0.038503397,0.084966605,0.15919929,0.376889859,0.74128462,1.267646844,2.403442533,3.470609709,5.248879216,6.403533873,10.24075846,11.83744992
UKR,2015,0.000477877,0.000184594,0.00053127,0.002040324,0.003145904,0.005174251,0.00923414,0.01553989,0.027831739,0.049404814,0.08351783,0.142159571,0.26749212,0.406150467,0.638674758,0.943080895,1.447805239,2.275935548,3.04112657,4.810462496
URY,2015,0.001114915,0.000742459,0.000557595,0.003824478,0.005936554,0.005788829,0.010972798,0.019088733,0.029300641,0.065824539,0.151968775,0.330426299,0.622184411,1.103109031,1.792641258,2.533509002,4.365390491,6.386517,10.20170835,15.74070227
USA,2015,0.000534828,0.000216661,0.000198413,0.000866803,0.00148267,0.002337941,0.003977854,0.00746958,0.018006324,0.04909207,0.138949179,0.30766342,0.588783981,1.096556604,2.027723305,3.225912874,4.8414948,6.764205798,8.773722316,12.29308475
UZB,2015,6.65E-05,9.46E-05,0.00043221,0.003385499,0.00610249,0.008262006,0.012746984,0.018994631,0.028878918,0.039989097,0.069304979,0.122183827,0.282207459,0.514242295,0.834397695,1.47759676,2.311862009,3.46879728,4.587606901,7.473077428
VCT,2015,0.000839339,0.000360014,0.000561526,0.001938653,0.003268327,0.003576245,0.005393834,0.008101294,0.017825762,0.036593437,0.069822539,0.133625883,0.282305448,0.503356703,0.817885086,1.370694534,1.587727207,2.187410795,3.252843623,5.216421368
VEN,2015,0.001289749,0.000663098,0.000658903,0.002267125,0.002662277,0.003655321,0.004499069,0.008297533,0.014802605,0.033711925,0.078506263,0.159474483,0.3170919,0.554110943,1.069358216,1.89287489,3.396008155,6.205396748,9.778430692,14.29259366
VNM,2015,0.000892775,0.000172103,0.000311359,0.002997956,0.005177064,0.004940018,0.00505637,0.008269511,0.018780375,0.056068028,0.128253172,0.251654885,0.608759959,1.146206862,2.055364558,3.379157725,6.227703935,10.30416518,14.70130574,19.22803314
VUT,2015,0.004300141,0.003069729,0.002439725,0.019282696,0.037723222,0.053948927,0.107011446,0.124573732,0.187464038,0.286841772,0.433877771,0.660334938,1.308806651,2.397643795,3.826620058,6.496840269,9.627572141,13.61072916,22.25471865,39.91774357
WSM,2015,0.001754134,0.001007126,0.001368898,0.01164971,0.017419754,0.021503865,0.036187993,0.04592293,0.067332065,0.120131463,0.198557597,0.342557513,0.70036708,1.352214433,2.376840881,3.998538599,6.405210459,10.18305309,16.73721063,26.45857385
YEM,2015,0.00401362,0.002333761,0.001750913,0.005640814,0.007642939,0.009950025,0.016932865,0.02532356,0.045315268,0.086929015,0.191368573,0.317187098,0.57801227,1.060299471,1.687743062,2.708168009,4.490303542,6.695430088,9.457856599,13.73597705
ZAF,2015,0.002637375,0.000469969,0.000399636,0.003556998,0.006930189,0.009987937,0.013947039,0.019246193,0.038915147,0.089293319,0.219024944,0.482704931,0.785669715,1.51347355,3.046660076,3.818229431,6.275840606,9.598136261,14.15512483,19.13209678
